initials,date_entered,sorter_ID,occasion_ID,sample_ID,sample_location,collection_date,sorting_date,grids_sampled,order_name,family_name,life_stage,BL_HW,total_counts,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,empty_case,NOTES,,PROOFED BY,PROOF DATE
GS,2/7/25,GS/SV,,C20524_SURB1,C2,5/17/24,10/2/24,11,Coleoptera,Elmidae,A,BL,1,2.9,,,,,,,,,,,,,,
GS,2/7/25,AB,,C20524_SURB2,C2,5/17/24,11/25/24,16,Ephemeroptera,Ephemerellidae,L,BL,6,12.2,9,11,10.5,6,2.5,,,,,,,,,
GS,2/7/25,AB,,C20524_SURB2,C2,5/17/24,11/25/24,16,Ephemeroptera,Heptageniidae,L,BL,1,7.7,,,,,,,,,,,,,,
GS,2/7/25,AB,,C20524_SURB2,C2,5/17/24,11/25/24,16,Ephemeroptera,Baetidae,L,BL,20,3.2,5.5,3.5,4,5.7,5,6,5.7,5.2,5.2,,,,,
GS,2/7/25,AB,,C20524_SURB2,C2,5/17/24,11/25/24,16,Ephemeroptera,Leptophlebidae,L,BL,2,5.5,4.5,,,,,,,,,,,,,
GS,2/7/25,AB,,C20524_SURB2,C2,5/17/24,11/25/24,16,Trichoptera,Brachycentridae,L,BL,2,9.5,7,,,,,,,,,,,,,
GS,2/7/25,AB,,C20524_SURB2,C2,5/17/24,11/25/24,16,Trichoptera,Rhyacophilidae,L,BL,5,5.5,3.2,3,2.5,2.5,,,,,,,,,,
GS,2/7/25,AB,,C20524_SURB2,C2,5/17/24,11/25/24,16,Coleoptera,Elmidae,L,BL,4,5,4.2,4.1,5.5,,,,,,,,,,,
GS,2/7/25,AB,,C20524_SURB2,C2,5/17/24,11/25/24,16,Coleoptera,Elmidae,A,BL,1,2.9,,,,,,,,,,,,,,
GS,2/7/25,AB,,C20524_SURB2,C2,5/17/24,11/25/24,16,Diptera,Chironomidae,L,BL,101,8.2,5.2,4.2,6,2.5,5.4,6.3,7.5,5.2,7.5,,,,,
GS,2/7/25,AB,,C20524_SURB2,C2,5/17/24,11/25/24,16,Diptera,Athericidae,L,BL,2,21.2,5.5,,,,,,,,,,,,,
GS,2/7/25,AB,,C20524_SURB2,C2,5/17/24,11/25/24,16,,Crangonyctidae,A,BL,1,3,,,,,,,,,,,,,,
GS,2/7/25,AB,,C20524_SURB2,C2,5/17/24,11/25/24,16,Diptera,Chironomidae,P,BL,5,3.5,3,4,3.6,5.5,3.5,,,,,,,,,
GS,2/7/25,AB,,C20524_SURB2,C2,5/17/24,11/25/24,16,Diptera,Simuliidae,A,BL,2,3,5.5,,,,,,,,,,,,,
GS,2/7/25,AB,,C20524_SURB3,C2,5/17/24,11/25/24,16,Plecoptera,Perlidae,L,BL,2,6.5,4.5,,,,,,,,,,,,,
GS,2/7/25,AB,,C20524_SURB3,C2,5/17/24,11/25/24,16,Ephemeroptera,Ephemerellidae,L,BL,11,10,10.7,10,7.4,9.5,10.5,9,7,10,11,,,,,
GS,2/7/25,AB,,C20524_SURB3,C2,5/17/24,11/25/24,16,Ephemeroptera,Heptageniidae,L,BL,4,5,5,7.5,3.4,4,,,,,,,,,,
GS,2/7/25,AB,,C20524_SURB3,C2,5/17/24,11/25/24,16,Ephemeroptera,Baetidae,L,BL,57,4,6,6.2,6.3,5.9,6.2,7.7,5.8,4,4,,,,,
GS,2/7/25,AB,,C20524_SURB3,C2,5/17/24,11/25/24,16,Ephemeroptera,Leptophlebidae,L,BL,10,4.8,5.2,5.9,4.9,5.4,5.5,6,4,4.5,5.5,,,,,
GS,2/7/25,AB,,C20524_SURB3,C2,5/17/24,11/25/24,16,Trichoptera,Brachycentridae,L ,BL,27,10,10.5,8.5,5.6,7.3,6.5,6.5,4.5,4.3,7.7,,,,,
GS,2/7/25,AB,,C20524_SURB3,C2,5/17/24,11/25/24,16,Trichoptera,Hydropsychidae,L,BL,23,11.2,8.2,11,8,15,14,11.2,11.5,4.2,11,,,,,
GS,2/7/25,AB,,C20524_SURB3,C2,5/17/24,11/25/24,16,Trichoptera,Rhyacophilidae,L,BL,5,8.5,7.5,7.5,6.5,9,,,,,,,,,,
GS,2/7/25,AB,,C20524_SURB3,C2,5/17/24,11/25/24,16,Trichoptera,Lepidostomatidae,L,BL,5,4.5,6.5,5.8,7,3.2,,,,,,,,,,
GS,2/7/25,AB,,C20524_SURB3,C2,5/17/24,11/25/24,16,Coleoptera,Elmidae,L,BL,14,4.5,7,4.4,4.2,5,5.1,6,4.5,6,5.2,,,,,
GS,2/7/25,AB,,C20524_SURB3,C2,5/17/24,11/25/24,16,Diptera,Chironomidae,L,BL,59,4.5,7.5,6.2,5.5,8.5,7,5.2,6.5,7.5,6.3,,,,,
GS,2/7/25,AB,,C20524_SURB3,C2,5/17/24,11/25/24,16,Diptera,Simuliidae,L,BL,27,7.2,7,5.2,7.5,5.7,7,6.5,8,6.7,6.5,,,,,
GS,2/7/25,AB,,C20524_SURB3,C2,5/17/24,11/25/24,16,,Oligochaeta,A,BL,4,15.5,11.5,12.8,14.3,,,,,,,,,,,
GS,2/7/25,AB,,C20524_SURB3,C2,5/17/24,11/25/24,16,Diptera,Chironomidae,P,BL,9,5,7,5.5,4.7,4,4,5,5,3.4,,,,,,
GS,2/10/25,AB,,C20524_SURB4,C2,5/17/24,11/24/24,16,Plecoptera,Perlodidae,L ,BL,1,7.4,,,,,,,,,,,,,,
GS,2/10/25,AB,,C20524_SURB4,C2,5/17/24,11/24/24,16,Ephemeroptera,Ephemerellidae,L ,BL,8,7.3,7.2,10.8,7.7,10.5,10,7.5,3.2,,,,,,,
GS,2/10/25,AB,,C20524_SURB4,C2,5/17/24,11/24/24,16,Ephemeroptera,Heptageniidae,L ,BL,3,2.4,3.9,1.5,,,,,,,,,,,,
GS,2/10/25,AB,,C20524_SURB4,C2,5/17/24,11/24/24,16,Ephemeroptera,Baetidae,L ,BL,38,2.5,5,3.3,2.5,2.6,4.5,2.5,3.5,3,4.2,,,,,
GS,2/10/25,AB,,C20524_SURB4,C2,5/17/24,11/24/24,16,Ephemeroptera,Leptophlebidae,L ,BL,24,4.9,5.2,5.2,4.3,4.3,3.5,5,3.9,7,5.8,,,,,
GS,2/10/25,AB,,C20524_SURB4,C2,5/17/24,11/24/24,16,Trichoptera,Brachycentridae,L ,BL,2,4.5,5.2,,,,,,,,,,,,,
GS,2/10/25,AB,,C20524_SURB4,C2,5/17/24,11/24/24,16,Trichoptera,Glossosomatidae,L ,BL,2,6,6.5,,,,,,,,,,,,,
GS,2/10/25,AB,,C20524_SURB4,C2,5/17/24,11/24/24,16,Trichoptera,Hydropsychidae,L ,BL,11,10.2,4.2,7,8.7,8.1,11.2,7.4,5,4.9,10,,,,,
GS,2/10/25,AB,,C20524_SURB4,C2,5/17/24,11/24/24,16,Trichoptera,Rhyacophilidae,L ,BL,1,8.3,,,,,,,,,,,,,,
GS,2/10/25,AB,,C20524_SURB4,C2,5/17/24,11/24/24,16,Trichoptera,Lepidostomatidae,L ,BL,1,6.2,,,,,,,,,,,,,,
GS,2/10/25,AB,,C20524_SURB4,C2,5/17/24,11/24/24,16,Coleoptera,Elmidae,L ,BL,6,5.5,4.5,5.8,5.3,5,5,3.4,,,,,,,,
GS,2/10/25,AB,,C20524_SURB4,C2,5/17/24,11/24/24,16,Diptera,Chironomidae,L ,BL,76,7.5,6,6.5,7.1,6.9,5.3,7,6.7,6.8,6.5,,,,,
GS,2/10/25,AB,,C20524_SURB4,C2,5/17/24,11/24/24,16,Diptera,Simuliidae,L ,BL,1,6.3,,,,,,,,,,,,,,
GS,2/10/25,AB,,C20524_SURB4,C2,5/17/24,11/24/24,16,,Oligochaeta,A,BL,3,16,16.5,10.8,,,,,,,,,,,,
GS,2/10/25,AB,,C20524_SURB4,C2,5/17/24,11/24/24,16,Diptera,Chironomidae,A,BL,2,4.2,4,,,,,,,,,,,,,
GS,2/10/25,SV,,C20524_SURB5,C2,5/17/24,12/11/24,3,Ephemeroptera,Ephemerellidae,L ,BL,8,2.9,1.9,9,2.3,2.2,2.8,1.8,7.6,,,,,,,
GS,2/10/25,SV,,C20524_SURB5,C2,5/17/24,12/11/24,3,Ephemeroptera,Heptageniidae,L ,BL,7,3.6,2.5,4.7,1.5,1.7,1.6,4.7,,,,,,,,
GS,2/10/25,SV,,C20524_SURB5,C2,5/17/24,12/11/24,3,Ephemeroptera,Baetidae,L ,BL,108,3.8,6,2.4,5,3.3,2.3,3.7,2.2,1.8,4.2,,,,,
GS,2/10/25,SV,,C20524_SURB5,C2,5/17/24,12/11/24,3,Ephemeroptera,Leptophlebidae,L ,BL,6,4.7,2,6.2,4.5,3.8,6,,,,,,,,,
GS,2/10/25,SV,,C20524_SURB5,C2,5/17/24,12/11/24,3,Trichoptera,Brachycentridae,L ,BL,22,4.7,4.1,4.1,6.5,4.5,9,8.5,9.5,4.3,7.6,,,,,
GS,2/10/25,SV,,C20524_SURB5,C2,5/17/24,12/11/24,3,Trichoptera,Glossosomatidae,L ,BL,8,3.7,5.2,3.2,6.5,5.7,5.2,5.5,4.2,,,,,,,
GS,2/10/25,SV,,C20524_SURB5,C2,5/17/24,12/11/24,3,Trichoptera,Hydropsychidae,L ,BL,16,22,17.5,11,20.5,22,11,12,30.2,6.1,6.6,,,,,
GS,2/10/25,SV,,C20524_SURB5,C2,5/17/24,12/11/24,3,Trichoptera,Rhyacophilidae,L ,BL,1,17.5,,,,,,,,,,,,,,
GS,2/10/25,SV,,C20524_SURB5,C2,5/17/24,12/11/24,3,Trichoptera,Lepidostomatidae,L ,BL,2,4.1,1.7,,,,,,,,,,,,,
GS,2/10/25,SV,,C20524_SURB5,C2,5/17/24,12/11/24,3,Coleoptera,Elmidae,L ,BL,9,4.4,5.7,4.3,5.4,4.9,4.7,4.2,4.4,5.5,,,,,,
GS,2/10/25,SV,,C20524_SURB5,C2,5/17/24,12/11/24,3,Diptera,Chironomidae,L ,BL,25,5.1,2.7,3.5,3.8,5,2.2,1.5,6.1,4.3,4.5,,,,,
GS,2/10/25,SV,,C20524_SURB5,C2,5/17/24,12/11/24,3,Diptera,Simuliidae,L ,BL,15,6.9,7.2,7.1,5.7,5.5,4.7,6.4,6.1,5.2,3.7,,,,,
GS,2/10/25,SV,,C20524_SURB5,C2,5/17/24,12/11/24,3,Trichoptera,Lepidostomatidae MT,L ,BL,1,7.4,,,,,,,,,,,,,,
GS,2/10/25,SV,,C20524_SURB5,C2,5/17/24,12/11/24,3,Trichoptera,Glossosomatidae ,P,BL,5,5.6,5.7,5.4,5.7,6.2,,,,,,,,,,
GS,2/10/25,SV,,C20524_SURB5,C2,5/17/24,12/11/24,3,Diptera,Limoniidae,L ,BL,4,4.9,3.8,5.5,5.7,,,,,,,,,,,
GS,2/10/25,SV,,C20524_SURB5,C2,5/17/24,12/11/24,3,Diptera,Simuliidae,P,BL,23,4,2.9,3.2,3.3,3.5,3.3,3.1,4.4,4,3.4,,,,,
GS,2/10/25,SV,,C20524_SURB5,C2,5/17/24,12/11/24,3,Diptera,Chironomidae,P,BL,4,2,3.3,3.8,3.7,,,,,,,,,,,
GS,2/10/25,SV,,C20524_SURB5,C2,5/17/24,12/11/24,3,Diptera,Chironomidae,A,BL,3,2.3,2.9,2.7,,,,,,,,,,,,
GS,2/10/25,SV,,C20524_SURB5,C2,5/17/24,12/11/24,3,Diptera,Simuliidae,A,BL,1,3,,,,,,,,,,,,,,
GS,2/10/25,SV,,C20524_SURB5,C2,5/17/24,12/11/24,3,Oligochaeta,Oligochaeta,A,BL,1,28,,,,,,,,,,,,,,
GS,2/10/25,SV,,C20524_SURB5,C2,5/17/24,12/11/24,3,Tricladida,Planariidae,A,BL,2,4.5,4.1,,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB1,T1,7/30/24,12/12/25,5,Ephemeroptera,Ephemerellidae,L ,BL,1,9.1,,,,,,,,,,,redo due to sample being short,,,
GS,2/10/25,AB,,T10524_SURB1,T1,7/30/24,12/12/25,5,Ephemeroptera,Heptageniidae,P,BL,4,,,,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB1,T1,7/30/24,12/12/25,5,Ephemeroptera,Baetidae,L ,BL,2,2,5,,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB1,T1,7/30/24,12/12/25,5,Ephemeroptera,Baetidae,P,BL,35,5.6,4.5,5.2,6.7,3.5,5.5,4.2,3.4,,,,,,,
GS,2/10/25,AB,,T10524_SURB1,T1,7/30/24,12/12/25,5,Trichoptera,Brachycentridae,L ,BL,5,4,4.5,4.7,3.7,3.2,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB1,T1,7/30/24,12/12/25,5,Trichoptera,Brachycentridae,L ,HW,1,0.7,,,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB1,T1,7/30/24,12/12/25,5,Trichoptera,Glossosomatidae,L ,BL,4,5.9,5,5.5,5.2,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB1,T1,7/30/24,12/12/25,5,Trichoptera,Glossosomatidae,L ,HW,3,1,1.1,0.7,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB1,T1,7/30/24,12/12/25,5,Trichoptera,Hydropsychidae,L ,BL,9,7.5,9.5,10.6,28.2,8.5,15.5,10.5,9.5,21.2,,,,,,
GS,2/10/25,AB,,T10524_SURB1,T1,7/30/24,12/12/25,5,Trichoptera,Rhyacophilidae,L ,BL,2,4.5,3.5,,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB1,T1,7/30/24,12/12/25,5,Diptera,Chironomidae,L ,BL,19,4.5,4,6.4,4,4.4,3.9,4.6,,,,,,,,
GS,2/10/25,AB,,T10524_SURB1,T1,7/30/24,12/12/25,5,Diptera,Chironomidae,P,BL,3,5.5,2.7,2.6,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB1,T1,7/30/24,12/12/25,5,Diptera,Simuliidae,P,BL,117,7.2,6.4,5.5,7.6,5.9,7.5,6.2,7.5,6.5,6.2,,,,,
GS,2/10/25,AB,,T10524_SURB1,T1,7/30/24,12/12/25,5,Coleoptera,rare,,BL,1,8.9,,,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB1,T1,7/30/24,12/12/25,5,Coleoptera,Elmidae,L ,BL,2,5.5,4.2,,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB2,T1,7/30/24,5/13/24,16,Plecoptera,Chloroperidae,L ,BL,1,5.8,,,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB2,T1,7/30/24,5/13/24,16,Ephemeroptera,Ephemerellidae,L ,BL,1,7.9,,,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB2,T1,7/30/24,5/13/24,16,Ephemeroptera,Heptageniidae,L ,BL,1,7.4,,,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB2,T1,7/30/24,5/13/24,16,Ephemeroptera,Baetidae,L ,BL,11,4,6,5,4.7,6,3.7,5.4,6,5.2,3.7,,,,,
GS,2/10/25,AB,,T10524_SURB2,T1,7/30/24,5/13/24,16,Trichoptera,Brachycentridae,L ,BL,5,7,5,4.9,7.7,6.9,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB2,T1,7/30/24,5/13/24,16,Trichoptera,Glossomatidae,L ,BL,3,4.8,5,5.1,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB2,T1,7/30/24,5/13/24,16,Trichoptera,Hydropsychidae,L ,BL,8,9,7.5,16,12.2,15,6.7,4,5.5,,,,,,,
GS,2/10/25,AB,,T10524_SURB2,T1,7/30/24,5/13/24,16,Diptera,Chironomidae,L ,BL,7,9.5,4.5,5.2,4.8,5,3.5,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB2,T1,7/30/24,5/13/24,16,Diptera,Simuliidae,L ,BL,113,6.5,6.7,6,6.4,5.9,7.2,7.3,7.4,6.9,7,,,,,
GS,2/10/25,AB,,T10524_SURB2,T1,7/30/24,5/13/24,16,Coleoptera,Elmidae,A,BL,1,5.5,,,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB2,T1,7/30/24,5/13/24,16,Coleoptera,Elmidae,L ,BL,2,4,3.7,,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB2,T1,7/30/24,5/13/24,16,Coleoptera,Simuliidae,A,BL,1,5.2,,,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB3,T1,7/30/24,12/20/24,16,Plecoptera,Chloroperidae,L ,BL,1,4.5,,,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB3,T1,7/30/24,12/20/24,16,Plecoptera,Perlidae,L ,BL,1,3.6,,,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB3,T1,7/30/24,12/20/24,16,Ephemeroptera,Ephemerellidae,L ,BL,2,10,9.2,,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB3,T1,7/30/24,12/20/24,16,Ephemeroptera,Heptageniidae,L ,BL,4,5.4,4,3.7,3.4,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB3,T1,7/30/24,12/20/24,16,Ephemeroptera,Baetidae,L ,BL,35,4.5,4.7,6,4.3,5,5.5,4.5,4,4.3,3,,,,,
GS,2/10/25,AB,,T10524_SURB3,T1,7/30/24,12/20/24,16,Ephemeroptera,Leptophlebidae,L ,BL,2,4,5.5,,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB3,T1,7/30/24,12/20/24,16,Trichoptera,Brachycentridae,L ,BL,1,6.5,,,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB3,T1,7/30/24,12/20/24,16,Trichoptera,Glossosomatidae,L ,BL,2,6.2,5,,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB3,T1,7/30/24,12/20/24,16,Trichoptera,Hydropsychidae,L ,BL,18,11.2,6.9,4,5.5,22.5,3.5,6,10.5,5.5,11.5,,,,,
GS,2/10/25,AB,,T10524_SURB3,T1,7/30/24,12/20/24,16,Trichoptera,Rhyacophilidae,L ,BL,2,10.5,9.4,,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB3,T1,7/30/24,12/20/24,16,Trichoptera,Lepidostomatidae,L ,BL,1,4.5,,,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB3,T1,7/30/24,12/20/24,16,Diptera,Chironomidae,L ,BL,14,7.5,7.4,3.5,4.9,2.9,5.3,2.4,2.9,6,4,,,,,
GS,2/10/25,AB,,T10524_SURB3,T1,7/30/24,12/20/24,16,Diptera,Simuliidae,L ,BL,87,7.5,7.4,6.3,7,6,6.2,5.8,6.3,6.5,5.5,,,,,
GS,2/10/25,AB,,T10524_SURB3,T1,7/30/24,12/20/24,16,Coleoptera,Elmidae,L ,BL,4,4,4,5,3.8,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB3,T1,7/30/24,12/20/24,16,Coleoptera,Elmidae,A,BL,1,2.5,,,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB3,T1,7/30/24,12/20/24,16,Diptera,Tipulidae,L ,BL,2,4.7,6,,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB3,T1,7/30/24,12/20/24,16,Diptera,Simuliidae,A,BL,4,4.2,4.3,4.5,4.4,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB3,T1,7/30/24,12/20/24,16,Diptera,Chironomidae,A,BL,7,4.4,3.2,2.3,3,2.5,3.5,1.9,,,,,,,,
GS,2/10/25,AB,,T10524_SURB3,T1,7/30/24,12/20/24,16,Amphipoda,Crangonyctidae,A,BL,1,5,,,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB4,T1,7/30/24,12/29/24,6,Plecoptera,Perlidae,L ,BL,1,5.2,,,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB4,T1,7/30/24,12/29/24,6,Ephemeroptera,Ephemerellidae,L ,BL,1,5.3,,,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB4,T1,7/30/24,12/29/24,6,Ephemeroptera,Baetidae,L ,BL,23,3.5,4.2,3.4,4.5,3,2.7,5.2,3.7,4.5,5,,,,,
GS,2/10/25,AB,,T10524_SURB4,T1,7/30/24,12/29/24,6,Ephemeroptera,Leptopblebidae,L ,BL,7,4,4.2,5.5,4.7,3.4,5,2.3,2.2,,,,,,,
GS,2/10/25,AB,,T10524_SURB4,T1,7/30/24,12/29/24,6,Trichoptera,Hydropsychidae,L ,BL,3,16.2,21,19.3,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB4,T1,7/30/24,12/29/24,6,Trichoptera,Rhyacophilidae,L ,BL,4,8,11.5,8.7,6,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB4,T1,7/30/24,12/29/24,6,Diptera,Chironomidae,L ,BL,10,7.5,4.2,2.9,4.5,2.4,3,3.4,5.4,3,2.5,,,,,
GS,2/10/25,AB,,T10524_SURB4,T1,7/30/24,12/29/24,6,Diptera,Simuliidae,L ,BL,162,6.7,6.6,6.9,5.7,5.6,6.2,6,5.2,6.4,6.6,,,,,
GS,2/10/25,AB,,T10524_SURB4,T1,7/30/24,12/29/24,6,Coleoptera,n/a,,BL,2,5,3.4,,,,,,,,,,,,,
GS,2/10/25,AB,,T10524_SURB4,T1,7/30/24,12/29/24,6,Isopoda,Asellidae,L ,BL,1,4.9,,,,,,,,,,,,,,
GS,2/10/25,HA,,T10524_SURB5,T1,7/30/24,1/2/24,3,Ephemeroptera,Ephemerellidae,L ,BL,2,6.2,9.8,,,,,,,,,,,,,
GS,2/10/25,HA,,T10524_SURB5,T1,7/30/24,1/2/24,3,Ephemeroptera,Heptageniidae,L ,BL,2,3.8,5.2,,,,,,,,,,,,,
GS,2/10/25,HA,,T10524_SURB5,T1,7/30/24,1/2/24,3,Ephemeroptera,Baetidae,L ,BL,54,4.9,5.7,2.5,8.5,3.2,5.1,3.7,6.2,5.9,2.6,,,,,
GS,2/10/25,HA,,T10524_SURB5,T1,7/30/24,1/2/24,3,Trichoptera,Brachycentridae,L ,BL,4,4.2,4,4.2,6.9,,,,,,,,,,,
GS,2/10/25,HA,,T10524_SURB5,T1,7/30/24,1/2/24,3,Trichoptera,Rhyacophilidae,L ,BL,4,5.1,12.7,17,12.9,,,,,,,,,,,
GS,2/10/25,HA,,T10524_SURB5,T1,7/30/24,1/2/24,3,Diptera,Chironomidae,L ,BL,37,6.3,4.3,4.8,5,5.9,6.2,2.4,4.8,2.2,9.1,,,,,
GS,2/10/25,HA,,T10524_SURB5,T1,7/30/24,1/2/24,3,Diptera,Simuliidae,L ,BL,119,6.2,5.5,6.3,5.7,5.3,6.6,4.3,3.4,6.7,5.3,,,,,
GS,2/10/25,HA,,T10524_SURB5,T1,7/30/24,1/2/24,3,Diptera,Chironomidae,P,BL,1,3.1,,,,,,,,,,,,,,
GS,2/10/25,HA,,T10524_SURB5,T1,7/30/24,1/2/24,3,Diptera,Simuliidae,P,BL,2,4.7,4.6,,,,,,,,,,,,,
GS,2/10/25,HA,,T10524_SURB5,T1,7/30/24,1/2/24,3,Coleoptera,Elmidae,L ,BL,2,5,4.7,,,,,,,,,,,,,
GS,2/10/25,HA,,T10524_SURB5,T1,7/30/24,1/2/24,3,Coleoptera,Elmidae,A,BL,2,2.9,2.1,,,,,,,,,,,,,
CV,10/1/25,AB,,T20524_SURB1,T2,5/15/24,1/11/25,16,Ephemeroptera,Ephemerellidae,L,BL,1,7.5,,,,,,,,,,,,,,
CV,10/1/25,AB,,T20524_SURB1,T2,5/15/24,1/11/25,16,Ephemeroptera,Heptageniidae,P,BL,5,5.5,6,5.3,5.8,6,,,,,,,,,,
CV,10/1/25,AB,,T20524_SURB1,T2,5/15/24,1/11/25,16,Ephemeroptera,Baetidae,L,BL,8,2.3,2.5,1.9,2.5,3,3.6,2.5,3.1,,,,,,,
CV,10/1/25,AB,,T20524_SURB1,T2,5/15/24,1/11/25,16,Ephemeroptera,Leptophlebidae,L,BL,14,5.5,3,4.5,4.3,3.2,5.8,3.5,4.5,6.8,5.4,,,,,
CV,10/1/25,AB,,T20524_SURB1,T2,5/15/24,1/11/25,16,Trichoptera,Glossosomatidae,L,BL,2,5.5,5.4,,,,,,,,,,,,,
CV,10/1/25,AB,,T20524_SURB1,T2,5/15/24,1/11/25,16,Trichoptera,Hydropsychidae,L,BL,10,19.8,7.5,3,6.7,3,6,2.3,2,3.7,4,,,,,
CV,10/1/25,AB,,T20524_SURB1,T2,5/15/24,1/11/25,16,Diptera,Chironomidae,L,BL,25,6,3.5,5,4.5,4,4.1,6.2,5.7,3.4,5,,,,,
CV,10/1/25,AB,,T20524_SURB1,T2,5/15/24,1/11/25,16,Diptera,Simuliidae,L,BL,4,6.2,6.3,4,6,,,,,,,,,,,
CV,10/1/25,AB,,T20524_SURB1,T2,5/15/24,1/11/25,16,Diptera,Chironomidae,A,BL,3,3.7,3,3,,,,,,,,,,,,
CV,10/1/25,AB,,T20524_SURB1,T2,5/15/24,1/11/25,16,Diptera,Athericidae,L,BL,1,3.5,,,,,,,,,,,,,,
CV,10/1/25,AB,,T20524_SURB1,T2,5/15/24,1/11/25,16,Coleoptera,n/a,L,BL,3,5.3,4.9,4.9,,,,,,,,,,,,
CV,10/1/25,AB,,T20524_SURB1,T2,5/15/24,1/11/25,16,Ephemeroptera,Baetidae,P,BL,42,3.4,5,4.3,5.2,3.5,5.4,3.5,4.6,4.9,4,,,,,
CV,10/1/25,AB,,T20524_SURB2,T2,5/15/24,1/12/25,16,Plecoptera,Perlodidae,L,BL,3,6.4,7.5,8,,,,,,,,,,,,
CV,10/1/25,AB,,T20524_SURB2,T2,5/15/24,1/12/25,16,Ephemeroptera,Ephemerellidae,L,BL,5,9.2,9.2,7,9.2,8,,,,,,,,,,
CV,10/1/25,AB,,T20524_SURB2,T2,5/15/24,1/12/25,16,Ephemeroptera,Heptageniidae,L,BL,8,2.8,6.9,6.5,4.2,5,4.4,5.9,3.5,,,,,,,
CV,10/1/25,AB,,T20524_SURB2,T2,5/15/24,1/12/25,16,Ephemeroptera,Baetidae,L,BL,26,6,3,3.2,3.5,4.1,3.4,4.5,4.5,3,2.3,,,,,
CV,10/1/25,AB,,T20524_SURB2,T2,5/15/24,1/12/25,16,Ephemeroptera,Leptophlebidae,L,BL,10,3.2,4.3,6.5,5.3,4.5,4,3.3,6.6,3,3.8,,,,,
CV,10/1/25,AB,,T20524_SURB2,T2,5/15/24,1/12/25,16,Trichoptera,Brachycentridae,L,BL,3,4.3,5,4.5,,,,,,,,,,,,
CV,10/1/25,AB,,T20524_SURB2,T2,5/15/24,1/12/25,16,Trichoptera,Glossosomatidae,L,BL,26,3.2,3,2.7,4.1,3,2.2,2.5,3.2,2.8,2.3,,,,,
CV,10/1/25,AB,,T20524_SURB2,T2,5/15/24,1/12/25,16,Trichoptera,Hydropsychidae,L,BL,12,21.2,8.5,14.2,8,14.5,20.2,8.7,7.5,6,8.4,,,,,
CV,10/1/25,AB,,T20524_SURB2,T2,5/15/24,1/12/25,16,Diptera,Chironomidae,L,BL,8,5.4,5.4,4,2.6,9.2,6.5,8,6.6,2.1,4,,,,,
CV,10/1/25,AB,,T20524_SURB2,T2,5/15/24,1/12/25,16,Diptera,Simuliidae,L,BL,4,6,5.8,2.4,2.7,,,,,,,,,,,
CV,10/1/25,AB,,T20524_SURB2,T2,5/15/24,1/12/25,16,Coleoptera,Elmidae,A,BL,1,3.7,,,,,,,,,,,,,,
CV,10/1/25,AB,,T20524_SURB2,T2,5/15/24,1/12/25,16,Diptera,Athericidae,L,BL,1,7.5,,,,,,,,,,,,,,
