Sampling_date,Site,Replicate_number,Cyano,Green,Diatoms,Chlorophyll A,Velocity,Sample Type
2023-10-04,C2,10,0.00,1.57,6.69,8.3,,Top rock
2023-10-04,C2,11,0.00,0.04,1.01,1.1,,Top rock
2023-10-04,C2,12,0.00,0.69,1.72,2.4,,Top rock
2023-10-04,C2,13,0.00,0.81,1.82,2.6,,Top rock
2023-10-04,C2,14,0.00,1.68,1.32,3.0,,Top rock
2023-10-04,C2,15,0.00,0.28,1.55,1.8,,Top rock
2023-10-04,C2,16,0.00,0.12,1.39,1.5,,Top rock
2023-10-04,C2,17,0.00,0.12,0.77,0.9,,Top rock
2023-10-04,C2,18,0.00,0.90,0.76,1.7,,Top rock
2023-10-04,C2,19,0.00,0.71,0.60,1.3,,Top rock
2023-10-04,C2,20,0.00,1.59,1.54,3.1,,Top rock
2023-10-04,T1,1,0.00,0.43,0.67,1.1,,Top rock
2023-10-04,T1,2,0.00,1.36,0.77,2.1,,Top rock
2023-10-04,T1,3,0.00,1.13,1.14,2.3,,Top rock
2023-10-04,T1,4,0.00,0.21,0.91,1.1,,Top rock
2023-10-04,T1,5,0.00,0.72,0.69,1.4,,Top rock
2023-10-04,T1,6,0.00,0.49,0.76,1.3,,Top rock
2023-10-04,T1,7,0.00,1.21,1.24,2.5,,Top rock
2023-10-04,T1,8,0.00,0.34,0.69,1.0,,Top rock
2023-10-04,T1,9,0.00,0.20,0.84,1.0,,Top rock
2023-10-04,T1,10,0.00,0.12,1.05,1.2,,Top rock
2023-10-04,T1,11,0.00,1.65,1.44,3.1,,Top rock
2023-10-04,T1,12,0.00,0.96,0.95,1.9,,Top rock
2023-10-04,T1,13,0.01,0.80,0.89,1.7,,Top rock
2023-10-04,T1,14,0.00,0.25,0.94,1.2,,Top rock
2023-10-04,T1,15,0.00,1.85,0.29,2.1,,Top rock
2023-10-04,T1,16,0.00,0.72,0.14,0.9,,Top rock
2023-10-04,T1,17,0.00,1.15,0.68,1.8,,Top rock
2023-10-04,T1,18,0.00,0.56,1.11,1.7,,Top rock
2023-10-04,T1,19,0.00,1.17,1.08,2.3,,Top rock
2023-10-04,T1,20,0.01,0.25,0.86,1.1,,Top rock
2023-10-04,T2,1,0.00,0.17,0.26,0.4,,Top rock
2023-10-04,T2,2,0.12,0.06,0.30,0.5,,Top rock
2023-10-04,T2,3,0.34,0.60,0.49,1.4,,Top rock
2023-10-04,T2,4,0.00,0.00,0.26,0.3,,Top rock
2023-10-04,T2,5,0.00,1.37,2.15,3.5,,Top rock
2023-10-04,T2,6,0.60,0.16,0.27,1.0,,Top rock
2023-10-04,T2,7,0.00,0.24,0.62,0.9,,Top rock
2023-10-04,T2,8,0.07,0.11,0.68,0.9,,Top rock
2023-10-04,T2,9,0.00,4.14,1.04,5.2,,Top rock
2023-10-04,T2,10,0.00,2.06,0.65,2.7,,Top rock
2023-10-04,T2,11,0.27,0.23,0.30,0.8,,Top rock
2023-10-04,T2,12,0.00,0.48,0.29,0.8,,Top rock
2023-10-04,T2,13,0.49,1.23,0.37,2.1,,Top rock
2023-10-04,T2,14,0.28,0.19,0.24,0.7,,Top rock
2023-10-04,T2,15,0.15,0.20,0.29,0.6,,Top rock
2023-10-04,T2,16,0.72,0.19,0.29,1.2,,Top rock
2023-10-04,T2,17,0.00,3.49,1.23,4.7,,Top rock
2023-10-04,T2,18,0.00,0.57,0.59,1.2,,Top rock
2023-10-04,T2,19,0.07,0.00,0.34,0.4,,Top rock
2023-10-04,T2,20,0.00,1.22,4.92,6.1,,Top rock
2023-10-04,T3,1,0.00,1.73,0.52,2.3,,Top rock
2023-10-04,T3,2,0.00,0.38,0.75,1.1,,Top rock
2023-10-04,T3,3,0.00,0.43,0.44,0.9,,Top rock
2023-10-04,T3,4,0.05,0.24,0.33,0.6,,Top rock
2023-10-04,T3,5,0.00,3.64,0.57,4.2,,Top rock
2023-10-04,T3,6,0.00,0.00,0.34,0.3,,Top rock
2023-10-04,T3,7,0.00,1.16,3.76,4.9,,Top rock
2023-10-04,T3,8,0.00,1.00,0.31,1.3,,Top rock
2023-10-04,T3,9,0.00,1.37,1.87,3.2,,Top rock
2023-10-04,T3,10,0.00,4.18,1.26,5.4,,Top rock
2023-10-04,T3,11,0.09,0.00,0.29,0.4,,Top rock
2023-10-04,T3,12,0.02,0.00,0.28,0.3,,Top rock
2023-10-04,T3,13,0.03,0.05,0.92,1.0,,Top rock
2023-10-04,T3,14,0.01,0.05,0.63,0.7,,Top rock
2023-10-04,T3,15,0.00,2.30,0.79,3.1,,Top rock
2023-10-04,T3,16,0.00,0.40,0.38,0.8,,Top rock
2023-10-04,T3,17,0.18,0.00,0.36,0.5,,Top rock
2023-10-04,T3,18,0.13,0.03,0.29,0.5,,Top rock
2023-10-04,T3,19,0.24,0.04,0.37,0.7,,Top rock
2023-10-04,T3,20,0.04,0.35,0.32,0.7,,Top rock
2024-05-16,C1.5,1,0.47,0,1.7,2.2,,Top rock
2024-05-16,C1.5,2,0,0,0,0.0,,Top rock
2024-05-16,C1.5,3,0.68,0,1.03,1.7,,Top rock
2024-05-16,C1.5,4,0.01,0.1,0,0.1,,Top rock
2024-05-16,C1.5,5,0.16,0.55,0.08,0.8,,Top rock
2024-05-16,C1.5,6,0.08,0.25,0,0.3,,Top rock
2024-05-16,C1.5,7,0.02,0.05,0,0.1,,Top rock
2024-05-16,C1.5,8,0.47,0,1.19,1.7,,Top rock
2024-05-16,C1.5,9,0.81,0,3.3,4.1,,Top rock
2024-05-16,C1.5,10,0.36,0,1.07,1.4,,Top rock
2024-05-16,C1.5,11,0.18,0.24,0.03,0.5,,Top rock
2024-05-16,C1.5,12,0.14,0,0.18,0.3,,Top rock
2024-05-16,C1.5,13,0.6,0,2.12,2.7,,Top rock
2024-05-16,C1.5,14,0.05,0.04,0,0.1,,Top rock
2024-05-16,C1.5,15,0.06,0,0,0.1,,Top rock
2024-05-16,C1.5,16,0.06,0.1,0,0.2,,Top rock
2024-05-16,C1.5,17,0.05,0.15,0,0.2,,Top rock
2024-05-16,C1.5,18,0.01,0.08,0,0.1,,Top rock
2024-05-16,C1.5,19,0.14,0.13,0.21,0.5,,Top rock
2024-05-16,C1.5,20,0.02,0.01,0,0.0,,Top rock
2024-05-17,C2,1,1.33,0,0.81,2.1,,Top rock
2024-05-17,C2,2,0.01,0.03,0,0.0,,Top rock
2024-05-17,C2,3,0.02,0.04,0,0.1,,Top rock
2024-05-17,C2,4,0.04,0.02,0,0.1,,Top rock
2024-05-17,C2,5,0.03,0.03,0,0.1,,Top rock
2024-05-17,C2,6,0.92,0,0.49,1.4,,Top rock
2024-05-17,C2,7,0.23,0.02,0,0.3,,Top rock
2024-05-17,C2,8,0.07,0.27,0,0.3,,Top rock
2024-05-17,C2,9,0.01,0.06,0,0.1,,Top rock
2024-05-17,C2,10,0.08,0.06,0,0.1,,Top rock
2024-05-17,C2,11,0.09,0.08,0,0.2,,Top rock
2024-05-17,C2,12,0.02,0.02,0,0.0,,Top rock
2024-05-17,C2,13,0.81,0,0.84,1.7,,Top rock
2024-05-17,C2,14,0.03,0.06,0,0.1,,Top rock
2024-05-17,C2,15,0.12,0.01,0,0.1,,Top rock
2024-05-17,C2,16,0.75,0,0.59,1.3,,Top rock
2024-05-17,C2,17,0.07,0.25,0.14,0.5,,Top rock
2024-05-17,C2,18,0.07,0.08,0,0.2,,Top rock
2024-05-17,C2,19,0.03,0.04,0,0.1,,Top rock
2024-05-17,C2,20,0.86,0,0.19,1.1,,Top rock
2024-05-13,T1,1,0.12,0,0.34,0.5,,Top rock
2024-05-13,T1,2,0.13,0.2,0,0.3,,Top rock
2024-05-13,T1,3,0.09,0.02,0,0.1,,Top rock
2024-05-13,T1,4,0.08,0.02,0,0.1,,Top rock
2024-05-13,T1,5,0.13,0.1,0,0.2,,Top rock
2024-05-13,T1,6,0.34,0.12,0.54,1.0,,Top rock
2024-05-13,T1,7,0.11,0.05,0,0.2,,Top rock
2024-05-13,T1,8,0.53,0.17,0.14,0.8,,Top rock
2024-05-13,T1,9,0.12,0.36,0,0.5,,Top rock
2024-05-13,T1,10,0.17,0.11,0.01,0.3,,Top rock
2024-05-13,T1,11,1.58,0,0.92,2.5,,Top rock
2024-05-13,T1,12,0.12,0,0.5,0.6,,Top rock
2024-05-13,T1,13,0.53,0.2,0.47,1.2,,Top rock
2024-05-13,T1,14,0.31,0,0.73,1.0,,Top rock
2024-05-13,T1,15,0.21,0,0,0.2,,Top rock
2024-05-13,T1,16,0.46,0.03,1.08,1.6,,Top rock
2024-05-13,T1,17,0.08,0.21,0,0.3,,Top rock
2024-05-13,T1,18,2.2,0,10.38,12.6,,Top rock
2024-05-13,T1,19,0.13,0.09,0,0.2,,Top rock
2024-05-13,T1,20,0.09,0.26,0,0.4,,Top rock
2024-05-15,T2,1,0.98,0,0.32,1.3,,Top rock
2024-05-15,T2,2,0.21,0.1,0,0.3,,Top rock
2024-05-15,T2,3,0.21,0,0.33,0.5,,Top rock
2024-05-15,T2,4,3.98,0,0.97,5.0,,Top rock
2024-05-15,T2,5,0.99,0,1.08,2.1,,Top rock
2024-05-15,T2,6,2.42,0,0.71,3.1,,Top rock
2024-05-15,T2,7,0.51,0,1.97,2.5,,Top rock
2024-05-15,T2,8,0.59,0,3.29,3.9,,Top rock
2024-05-15,T2,9,0.47,0,2.34,2.8,,Top rock
2024-05-15,T2,10,0.37,0,1.55,1.9,,Top rock
2024-05-15,T2,11,0.63,0,2.21,2.8,,Top rock
2024-05-15,T2,12,0.28,0,1.32,1.6,,Top rock
2024-05-15,T2,13,3.16,0,0.74,3.9,,Top rock
2024-05-15,T2,14,0.15,0,0,0.2,,Top rock
2024-05-15,T2,15,0.16,0,0.62,0.8,,Top rock
2024-05-15,T2,16,1.26,0,2.5,3.8,,Top rock
2024-05-15,T2,17,0.2,0,0,0.2,,Top rock
2024-05-15,T2,18,0.27,0.11,0,0.4,,Top rock
2024-05-15,T2,19,0.33,0,0.97,1.3,,Top rock
2024-05-15,T2,20,1.03,0,2.54,3.6,,Top rock
2024-05-14,T3,1,1.02,0,2.99,4.0,,Top rock
2024-05-14,T3,2,0.58,0,2.54,3.1,,Top rock
2024-05-14,T3,3,0.88,0,1.37,2.3,,Top rock
2024-05-14,T3,4,0.64,0,0.81,1.5,,Top rock
2024-05-14,T3,5,0.42,0,1.3,1.7,,Top rock
2024-05-14,T3,6,0.62,0,2.71,3.3,,Top rock
2024-05-14,T3,7,0.64,0,1.64,2.3,,Top rock
2024-05-14,T3,8,1.02,0,2.41,3.4,,Top rock
2024-05-14,T3,9,2.46,0,3.87,6.3,,Top rock
2024-05-14,T3,10,0.76,0,2.42,3.2,,Top rock
2024-05-14,T3,11,0.37,0.06,0.69,1.1,,Top rock
2024-05-14,T3,12,0.03,0.09,0,0.1,,Top rock
2024-05-14,T3,13,0.14,0.46,0.03,0.6,,Top rock
2024-05-14,T3,14,0.06,0.1,0,0.2,,Top rock
2024-05-14,T3,15,0.33,0.03,0.51,0.9,,Top rock
2024-05-14,T3,16,0.17,0.03,0.33,0.5,,Top rock
2024-05-14,T3,17,0.57,0,1.8,2.4,,Top rock
2024-05-14,T3,18,0.55,0,1.35,1.9,,Top rock
2024-05-14,T3,19,1.16,0,4.39,5.6,,Top rock
2024-05-14,T3,20,0.24,0,0.71,1.0,,Top rock
2024-07-31,C1.5,1,0.22,0.63,0.09,0.9,,Top rock
2024-07-31,C1.5,2,0.78,0,0.05,0.8,,Top rock
2024-07-31,C1.5,3,0.15,0.72,0.03,0.9,,Top rock
2024-07-31,C1.5,4,0.28,0.11,0.03,0.4,,Top rock
2024-07-31,C1.5,5,0.06,0.08,0,0.1,,Top rock
2024-07-31,C1.5,6,0.14,0.68,0.01,0.8,,Top rock
2024-07-31,C1.5,7,0.4,0.34,0.31,1.1,,Top rock
2024-07-31,C1.5,8,0.18,0.59,0.02,0.8,,Top rock
2024-07-31,C1.5,9,0.16,0.57,0,0.7,,Top rock
2024-07-31,C1.5,10,0.26,0.25,0.12,0.6,,Top rock
2024-07-31,C1.5,11,0.27,0.05,0.11,0.4,,Top rock
2024-07-31,C1.5,12,0.2,0.02,0,0.2,,Top rock
2024-07-31,C1.5,13,0.23,0.1,0.01,0.3,,Top rock
2024-07-31,C1.5,14,0.18,0.63,0.05,0.9,,Top rock
2024-07-31,C1.5,15,0.25,0.18,0.16,0.6,,Top rock
2024-07-31,C1.5,16,0.15,0.38,0.07,0.6,,Top rock
2024-07-31,C1.5,17,0.22,0.01,0.05,0.3,,Top rock
2024-07-31,C1.5,18,0.32,0.07,0.16,0.6,,Top rock
2024-07-31,C1.5,19,0.26,0.49,0.12,0.9,,Top rock
2024-07-31,C1.5,20,0.19,0.13,0,0.3,,Top rock
2024-08-02,C2,1,0.16,0.09,0.05,0.3,,Top rock
2024-08-02,C2,2,0.23,0.25,0.32,0.8,,Top rock
2024-08-02,C2,3,0.54,0,0,0.5,,Top rock
2024-08-02,C2,4,0.16,0,0.04,0.2,,Top rock
2024-08-02,C2,5,0.64,0,0,0.6,,Top rock
2024-08-02,C2,6,0.19,0,0.22,0.4,,Top rock
2024-08-02,C2,7,0.3,0,0.09,0.4,,Top rock
2024-08-02,C2,8,0.14,0,0.21,0.4,,Top rock
2024-08-02,C2,9,0.23,0,0.14,0.4,,Top rock
2024-08-02,C2,10,0.85,0,1.23,2.1,,Top rock
2024-08-02,C2,11,0.17,0.11,0,0.3,,Top rock
2024-08-02,C2,12,0.17,0.02,0,0.2,,Top rock
2024-08-02,C2,13,0.11,0.86,0,1.0,,Top rock
2024-08-02,C2,14,0.39,0,0.26,0.7,,Top rock
2024-08-02,C2,15,0.07,0.19,0.03,0.3,,Top rock
2024-08-02,C2,16,0.1,0.01,0,0.1,,Top rock
2024-08-02,C2,17,0.13,0.22,0,0.4,,Top rock
2024-08-02,C2,18,0.27,0.02,0.29,0.6,,Top rock
2024-08-02,C2,19,0.4,0.08,1.37,1.9,,Top rock
2024-08-02,C2,20,0.46,0,0.4,0.9,,Top rock
2024-07-30,T1,1,0.1,0.03,0,0.1,,Top rock
2024-07-30,T1,2,0.41,0,0.67,1.1,,Top rock
2024-07-30,T1,3,0.09,0,0,0.1,,Top rock
2024-07-30,T1,4,0.28,0.12,0.01,0.4,,Top rock
2024-07-30,T1,5,0.12,0.01,0,0.1,,Top rock
2024-07-30,T1,6,0.21,0.35,0,0.6,,Top rock
2024-07-30,T1,7,0.09,0.06,0,0.2,,Top rock
2024-07-30,T1,8,0.14,0,0,0.1,,Top rock
2024-07-30,T1,9,0.35,0,0.24,0.6,,Top rock
2024-07-30,T1,10,0.21,0.06,0,0.3,,Top rock
2024-07-30,T1,11,0.23,0.13,0,0.4,,Top rock
2024-07-30,T1,12,0.83,0,1.38,2.2,,Top rock
2024-07-30,T1,13,0.19,0.06,0.19,0.4,,Top rock
2024-07-30,T1,14,0.31,0,0.44,0.8,,Top rock
2024-07-30,T1,15,0.11,0.06,0,0.2,,Top rock
2024-07-30,T1,16,0.16,0.05,0,0.2,,Top rock
2024-07-30,T1,17,0.43,0,0.11,0.5,,Top rock
2024-07-30,T1,18,0.17,0.22,0,0.4,,Top rock
2024-07-30,T1,19,0.27,0.02,0,0.3,,Top rock
2024-07-30,T1,20,0.19,0,0,0.2,,Top rock
2024-08-01,T2,1,0.13,0.18,0,0.3,,Top rock
2024-08-01,T2,2,0.18,0.24,0.06,0.5,,Top rock
2024-08-01,T2,3,0.17,0.53,0,0.7,,Top rock
2024-08-01,T2,4,0.26,0.46,0.01,0.7,,Top rock
2024-08-01,T2,5,0.1,0.71,0.09,0.9,,Top rock
2024-08-01,T2,6,0.31,0.68,0.18,1.2,,Top rock
2024-08-01,T2,7,0.4,0,1.03,1.4,,Top rock
2024-08-01,T2,8,0.12,0.34,0.02,0.5,,Top rock
2024-08-01,T2,9,0.45,0,0.79,1.2,,Top rock
2024-08-01,T2,10,0.21,0.41,0.12,0.7,,Top rock
2024-08-01,T2,11,0.23,0.33,0.34,0.9,,Top rock
2024-08-01,T2,12,0.41,0,1.43,1.8,,Top rock
2024-08-01,T2,13,0.17,0.41,0.09,0.7,,Top rock
2024-08-01,T2,14,0.36,0.42,0.27,1.1,,Top rock
2024-08-01,T2,15,0.32,0.01,0,0.3,,Top rock
2024-08-01,T2,16,0.32,0.11,0.12,0.6,,Top rock
2024-08-01,T2,17,0.33,0.04,0,0.4,,Top rock
2024-08-01,T2,18,0.17,0.04,0,0.2,,Top rock
2024-08-01,T2,19,0.16,0.5,0,0.7,,Top rock
2024-08-01,T2,20,0.29,0.18,0,0.5,,Top rock
2024-07-29,T3,1,0.21,0,0.07,0.3,,Top rock
2024-07-29,T3,2,0.2,0.01,0.16,0.4,,Top rock
2024-07-29,T3,3,0.25,0,0.44,0.7,,Top rock
2024-07-29,T3,4,0.17,0.16,0.09,0.4,,Top rock
2024-07-29,T3,5,0.23,0.11,0.23,0.6,,Top rock
2024-07-29,T3,6,0.27,0.07,0.3,0.6,,Top rock
2024-07-29,T3,7,0.15,0.56,0,0.7,,Top rock
2024-07-29,T3,8,0.32,0,0.82,1.1,,Top rock
2024-07-29,T3,9,0.12,0.3,0,0.4,,Top rock
2024-07-29,T3,10,0.1,0.21,0,0.3,,Top rock
2024-07-29,T3,11,0.21,0.25,0,0.5,,Top rock
2024-07-29,T3,12,0.2,0.19,0.04,0.4,,Top rock
2024-07-29,T3,13,0.27,0.04,0.05,0.4,,Top rock
2024-07-29,T3,14,0.18,0.11,0,0.3,,Top rock
2024-07-29,T3,15,0.25,0,0.09,0.3,,Top rock
2024-07-29,T3,16,0.21,0.09,0.03,0.3,,Top rock
2024-07-29,T3,17,0.16,0.04,0,0.2,,Top rock
2024-07-29,T3,18,0.24,0,0,0.2,,Top rock
2024-07-29,T3,19,0.32,0,0.07,0.4,,Top rock
2024-07-29,T3,20,0.19,0.02,0,0.2,,Top rock
2024-09-26,C2,1,0.68,0.41,0.58,1.7,,Top rock
2024-09-26,C2,2,0.72,0.62,0.84,2.2,,Top rock
2024-09-26,C2,3,0.54,0.51,0.38,1.4,,Top rock
2024-09-26,C2,4,0.96,0.5,0.35,1.8,,Top rock
2024-09-26,C2,5,0.58,0.31,0.15,1.0,,Top rock
2024-09-26,C2,6,0.84,0.61,0.45,1.9,,Top rock
2024-09-26,C2,7,1.07,0.46,0.69,2.2,,Top rock
2024-09-26,C2,8,0.72,0.5,0.32,1.5,,Top rock
2024-09-26,C2,9,0.48,0.18,0.33,1.0,,Top rock
2024-09-26,C2,10,0.99,0.26,0.02,1.3,,Top rock
2024-09-26,C2,11,0.84,0,3.79,4.6,,Top rock
2024-09-26,C2,12,0.48,0.22,0.03,0.7,,Top rock
2024-09-26,C2,13,0.73,1.06,0.95,2.7,,Top rock
2024-09-26,C2,14,0.8,0.29,1.1,2.2,,Top rock
2024-09-26,C2,15,0.84,0.16,0.96,2.0,,Top rock
2024-09-26,C2,16,1.36,0.19,1.24,2.8,,Top rock
2024-09-26,C2,17,0.76,0.16,0,0.9,,Top rock
2024-09-26,C2,18,0.52,0.35,0.65,1.5,,Top rock
2024-09-26,C2,19,1.12,0.48,4.28,5.9,,Top rock
2024-09-26,C2,20,0.65,0.05,0,0.7,,Top rock
2024-09-26,T1,1,0.26,0.38,0.02,0.7,,Top rock
2024-09-26,T1,2,0.26,0.16,0,0.4,,Top rock
2024-09-26,T1,3,0.5,0.26,0,0.8,,Top rock
2024-09-26,T1,4,0.55,0.36,0.11,1.0,,Top rock
2024-09-26,T1,5,0.19,0.21,0,0.4,,Top rock
2024-09-26,T1,6,0.34,0,0,0.3,,Top rock
2024-09-26,T1,7,0.32,0.06,0,0.4,,Top rock
2024-09-26,T1,8,0.07,0.04,0,0.1,,Top rock
2024-09-26,T1,9,0.11,0.16,0,0.3,,Top rock
2024-09-26,T1,10,0.08,0.07,0,0.2,,Top rock
2024-09-26,T1,11,0.1,0.12,0,0.2,,Top rock
2024-09-26,T1,12,0.35,0.14,0.23,0.7,,Top rock
2024-09-26,T1,13,0.26,0.14,0.12,0.5,,Top rock
2024-09-26,T1,14,0.42,0.63,0.55,1.6,,Top rock
2024-09-26,T1,15,0.31,0.37,0.11,0.8,,Top rock
2024-09-26,T1,16,0.15,0.58,0.15,0.9,,Top rock
2024-09-26,T1,17,0.6,0,3.92,4.5,,Top rock
2024-09-26,T1,18,0.74,0.77,0.95,2.5,,Top rock
2024-09-26,T1,19,0.36,0.23,0.01,0.6,,Top rock
2024-09-26,T1,20,0.28,0.37,0.15,0.8,,Top rock
2024-09-26,T2,1,0.33,0,0.14,0.5,,Top rock
2024-09-26,T2,2,0.25,0,0.08,0.3,,Top rock
2024-09-26,T2,3,0.17,0,0,0.2,,Top rock
2024-09-26,T2,4,0.89,0,4.49,5.4,,Top rock
2024-09-26,T2,5,0.16,0.09,0,0.3,,Top rock
2024-09-26,T2,6,0.19,0.13,0.11,0.4,,Top rock
2024-09-26,T2,7,0.24,0.06,0,0.3,,Top rock
2024-09-26,T2,8,0.21,0.24,0.16,0.6,,Top rock
2024-09-26,T2,9,0.39,0,0,0.4,,Top rock
2024-09-26,T2,10,1.6,0,6.89,8.5,,Top rock
2024-09-26,T2,11,0.38,0.03,0,0.4,,Top rock
2024-09-26,T2,12,0.88,0,0.51,1.4,,Top rock
2024-09-26,T2,13,0.16,0.25,0,0.4,,Top rock
2024-09-26,T2,14,0.29,0.08,0,0.4,,Top rock
2024-09-26,T2,15,0.93,0,2.67,3.6,,Top rock
2024-09-26,T2,16,0.07,0.21,0.08,0.4,,Top rock
2024-09-26,T2,17,0.13,0.52,0,0.7,,Top rock
2024-09-26,T2,18,0.39,0,0,0.4,,Top rock
2024-09-26,T2,19,0.39,0,1.12,1.5,,Top rock
2024-09-26,T2,20,0.68,0,0.4,1.1,,Top rock
2024-09-26,T3,1,0.21,0.2,0.09,0.5,,Top rock
2024-09-26,T3,2,1.65,0,0.48,2.1,,Top rock
2024-09-26,T3,3,0.27,0.07,0,0.3,,Top rock
2024-09-26,T3,4,0.25,0.1,0.03,0.4,,Top rock
2024-09-26,T3,5,0.21,0.57,0,0.8,,Top rock
2024-09-26,T3,6,0.09,0.02,0,0.1,,Top rock
2024-09-26,T3,7,0.15,0.36,0,0.5,,Top rock
2024-09-26,T3,8,0.25,0.06,0,0.3,,Top rock
2024-09-26,T3,9,0.16,0.15,0,0.3,,Top rock
2024-09-26,T3,10,0.21,0.05,0,0.3,,Top rock
2024-09-26,T3,11,0.21,0.28,0,0.5,,Top rock
2024-09-26,T3,12,0.19,0.3,0,0.5,,Top rock
2024-09-26,T3,13,0.24,0,0,0.2,,Top rock
2024-09-26,T3,14,0.18,0.21,0,0.4,,Top rock
2024-09-26,T3,15,0.17,0.01,0,0.2,,Top rock
2024-09-26,T3,16,0.19,0.32,0,0.5,,Top rock
2024-09-26,T3,17,0.18,0.23,0.04,0.5,,Top rock
2024-09-26,T3,18,0.55,0.08,0,0.6,,Top rock
2024-09-26,T3,19,0.29,0,0,0.3,,Top rock
2024-09-26,T3,20,0.12,0.12,0,0.2,,Top rock
2025-06-18,C1.5,1,0.07,0.04,0,0.1,,Top rock
2025-06-18,C1.5,2,0.19,0.21,0,0.4,,Top rock
2025-06-18,C1.5,3,0.1,0.36,0.06,0.5,,Top rock
2025-06-18,C1.5,4,0.04,0.2,0,0.2,,Top rock
2025-06-18,C1.5,5,0.14,0.32,0.02,0.5,,Top rock
2025-06-18,C1.5,6,0.04,0.19,0,0.2,,Top rock
2025-06-18,C1.5,7,0,0.09,0,0.1,,Top rock
2025-06-18,C1.5,8,0.03,0.34,0,0.4,,Top rock
2025-06-18,C1.5,9,0.15,0.04,0.7,0.9,,Top rock
2025-06-18,C1.5,10,0.06,0.08,0,0.1,,Top rock
2025-06-18,C1.5,11,0.04,0.3,0,0.3,,Top rock
2025-06-18,C1.5,12,0.12,0.09,0,0.2,,Top rock
2025-06-18,C1.5,13,0.22,0.45,0,0.7,,Top rock
2025-06-18,C1.5,14,0.06,0.27,0,0.3,,Top rock
2025-06-18,C1.5,15,0.06,0.5,0,0.6,,Top rock
2025-06-18,C1.5,16,0.04,0.12,0,0.2,,Top rock
2025-06-18,C1.5,17,0.05,0.29,0,0.3,,Top rock
2025-06-18,C1.5,18,0.15,0.1,0,0.3,,Top rock
2025-06-18,C1.5,19,0.13,0.31,0,0.4,,Top rock
2025-06-18,C1.5,20,0.11,0.39,0,0.5,,Top rock
2025-06-18,C2,1,0.07,0.01,0,0.1,,Top rock
2025-06-18,C2,2,0.19,0.33,0,0.5,,Top rock
2025-06-18,C2,3,0.06,0.1,0,0.2,,Top rock
2025-06-18,C2,4,0.04,0.22,0,0.3,,Top rock
2025-06-18,C2,5,0.1,0.11,0,0.2,,Top rock
2025-06-18,C2,6,0.13,0.38,0,0.5,,Top rock
2025-06-18,C2,7,0.19,0.43,0,0.6,,Top rock
2025-06-18,C2,8,0.13,0.06,0,0.2,,Top rock
2025-06-18,C2,9,0.18,0.38,0,0.6,,Top rock
2025-06-18,C2,10,0,0.23,0.06,0.3,,Top rock
2025-06-18,C2,11,0.19,0.22,0,0.4,,Top rock
2025-06-18,C2,12,0.06,0.28,0,0.3,,Top rock
2025-06-18,C2,13,0.1,0.01,0,0.1,,Top rock
2025-06-18,C2,14,0.09,0.43,0,0.5,,Top rock
2025-06-18,C2,15,0.08,0.32,0,0.4,,Top rock
2025-06-18,C2,16,0.38,0,1.66,2.0,,Top rock
2025-06-18,C2,17,0.11,0.55,0.17,0.8,,Top rock
2025-06-18,C2,18,0.22,0,1.29,1.5,,Top rock
2025-06-18,C2,19,0.19,0.66,0.13,1.0,,Top rock
2025-06-18,C2,20,0.12,0.52,0.09,0.7,,Top rock
2025-06-18,T1,1,0.01,0.33,0,0.3,,Top rock
2025-06-18,T1,2,0.09,0.02,0,0.1,,Top rock
2025-06-18,T1,3,0,0.14,0,0.1,,Top rock
2025-06-18,T1,4,0,0.05,0,0.1,,Top rock
2025-06-18,T1,5,0.13,0.12,0,0.3,,Top rock
2025-06-18,T1,6,0.08,0.03,0,0.1,,Top rock
2025-06-18,T1,7,0.14,0.59,0,0.7,,Top rock
2025-06-18,T1,8,0,0.12,0,0.1,,Top rock
2025-06-18,T1,9,0.12,0.39,0,0.5,,Top rock
2025-06-18,T1,10,0.09,0.33,0,0.4,,Top rock
2025-06-18,T1,11,0.11,0.03,0,0.1,,Top rock
2025-06-18,T1,12,0.08,0.11,0.46,0.7,,Top rock
2025-06-18,T1,13,0.14,0.21,0.09,0.4,,Top rock
2025-06-18,T1,14,0,0.11,0,0.1,,Top rock
2025-06-18,T1,15,0,0.29,0.04,0.3,,Top rock
2025-06-18,T1,16,0,0.2,0,0.2,,Top rock
2025-06-18,T1,17,0.18,0.01,0,0.2,,Top rock
2025-06-18,T1,18,0.1,0.63,0,0.7,,Top rock
2025-06-18,T1,19,0.1,0.27,0,0.4,,Top rock
2025-06-18,T1,20,0,0.24,0,0.2,,Top rock
2025-06-18,T2,1,0.08,0.31,0,0.4,,Top rock
2025-06-18,T2,2,0.04,0.22,0.41,0.7,,Top rock
2025-06-18,T2,3,0.19,0.19,0.55,0.9,,Top rock
2025-06-18,T2,4,0.11,0.24,0.32,0.7,,Top rock
2025-06-18,T2,5,0.07,0.2,0.3,0.6,,Top rock
2025-06-18,T2,6,0.02,0.31,0,0.3,,Top rock
2025-06-18,T2,7,0.15,0,0.84,1.0,,Top rock
2025-06-18,T2,8,0.07,0.05,0.58,0.7,,Top rock
2025-06-18,T2,9,0.12,0.04,0.72,0.9,,Top rock
2025-06-18,T2,10,0.07,0.25,0.34,0.7,,Top rock
2025-06-18,T2,11,0.19,0.27,0.64,1.1,,Top rock
